sample_id,true_genres,pred_genres_image,outcome_image,jaccard_image,tp_image,fp_image,fn_image,pred_genres_text,outcome_text,jaccard_text,tp_text,fp_text,fn_text,pred_genres_multimodal,outcome_multimodal,jaccard_multimodal,tp_multimodal,fp_multimodal,fn_multimodal
271500_1,Action,Action|Adventure|Simulation,partial,0.3333,1,2,0,Action|Simulation|Strategy,partial,0.3333,1,2,0,Action|Simulation|Strategy,partial,0.3333,1,2,0
271670_0,Action,Action|Adventure|Casual|RPG,partial,0.2500,1,3,0,Action|Adventure,partial,0.5000,1,1,0,Action|Adventure|Casual,partial,0.3333,1,2,0
271670_1,Action,Action|Adventure|Casual,partial,0.3333,1,2,0,Action|Adventure,partial,0.5000,1,1,0,Action|Adventure|Casual,partial,0.3333,1,2,0
2718710_0,Action|Adventure,Action|Adventure|Casual,partial,0.6667,2,1,0,Action|Adventure,exact,1.0000,2,0,0,Action|Adventure,exact,1.0000,2,0,0
2718710_1,Action|Adventure,Action|Adventure,exact,1.0000,2,0,0,Action|Adventure,exact,1.0000,2,0,0,Action|Adventure,exact,1.0000,2,0,0
2725650_0,Simulation|Sports,Action|Adventure|RPG,wrong,0.0000,0,3,2,Casual|Racing|Simulation|Sports,partial,0.5000,2,2,0,Casual|Racing|Simulation|Sports,partial,0.5000,2,2,0
2725650_1,Simulation|Sports,Action|Adventure|Simulation,partial,0.2500,1,2,1,Casual|Racing|Simulation|Sports,partial,0.5000,2,2,0,Casual|Racing|Simulation|Sports,partial,0.5000,2,2,0
272920_0,Action|Racing,Action|Adventure|RPG,partial,0.2500,1,2,1,Action|Racing|Simulation,partial,0.6667,2,1,0,Action|Adventure|Racing|Simulation,partial,0.5000,2,2,0
272920_1,Action|Racing,Action|Adventure|Simulation,partial,0.2500,1,2,1,Action|Racing|Simulation,partial,0.6667,2,1,0,Action|Racing|Simulation,partial,0.6667,2,1,0
2731640_0,RPG,Adventure|Casual|Simulation|Strategy,wrong,0.0000,0,4,1,Action|Adventure|RPG,partial,0.3333,1,2,0,Adventure|Casual|RPG,partial,0.3333,1,2,0
2731640_1,RPG,Action|Adventure|Casual|Strategy,wrong,0.0000,0,4,1,Action|Adventure|RPG,partial,0.3333,1,2,0,Adventure|Casual|RPG|Strategy,partial,0.2500,1,3,0
2733780_0,Adventure|Casual,Action|Adventure|Casual|RPG,partial,0.5000,2,2,0,Action|Adventure|Casual|Racing,partial,0.5000,2,2,0,Action|Adventure|Casual|Racing,partial,0.5000,2,2,0
2733780_1,Adventure|Casual,Action|Adventure|Casual,partial,0.6667,2,1,0,Action|Adventure|Casual|Racing,partial,0.5000,2,2,0,Action|Adventure|Casual|Racing,partial,0.5000,2,2,0
2734880_0,Adventure|RPG,Action|Adventure|Casual|Strategy,partial,0.2000,1,3,1,Action|Adventure|RPG|Strategy,partial,0.5000,2,2,0,Action|Adventure|Casual|RPG,partial,0.5000,2,2,0
2734880_1,Adventure|RPG,Action|Adventure|Casual|Strategy,partial,0.2000,1,3,1,Action|Adventure|RPG|Strategy,partial,0.5000,2,2,0,Action|Adventure|Casual|RPG|Strategy,partial,0.4000,2,3,0
2743020_0,RPG|Strategy,Action|Adventure|Casual,wrong,0.0000,0,3,2,Action|Adventure|Simulation,wrong,0.0000,0,3,2,Action|Adventure|Casual|Simulation,wrong,0.0000,0,4,2
2743020_1,RPG|Strategy,Action|Adventure|Casual,wrong,0.0000,0,3,2,Action|Adventure|Simulation,wrong,0.0000,0,3,2,Action|Adventure|Casual|Simulation,wrong,0.0000,0,4,2
2754570_0,Adventure|Casual,Action|Adventure|Casual,partial,0.6667,2,1,0,Action|Adventure|Simulation,partial,0.2500,1,2,1,Action|Adventure,partial,0.3333,1,1,1
2754570_1,Adventure|Casual,Casual|Simulation|Strategy,partial,0.2500,1,2,1,Action|Adventure|Simulation,partial,0.2500,1,2,1,Action|Adventure|Simulation,partial,0.2500,1,2,1
2755310_0,Action|Adventure|Casual,Action|Adventure,partial,0.6667,2,0,1,Action|Adventure,partial,0.6667,2,0,1,Action|Adventure,partial,0.6667,2,0,1
2755310_1,Action|Adventure|Casual,Action|Adventure,partial,0.6667,2,0,1,Action|Adventure,partial,0.6667,2,0,1,Action|Adventure,partial,0.6667,2,0,1
2757610_0,Adventure|Simulation,Action|Adventure|Casual|Simulation,partial,0.5000,2,2,0,Adventure|Casual,partial,0.3333,1,1,1,Adventure|Casual|Simulation,partial,0.6667,2,1,0
2757610_1,Adventure|Simulation,Simulation,partial,0.5000,1,0,1,Adventure|Casual,partial,0.3333,1,1,1,Adventure|Casual|Simulation,partial,0.6667,2,1,0
2760770_0,Casual,Casual|Strategy,partial,0.5000,1,1,0,Casual|Strategy,partial,0.5000,1,1,0,Casual|Strategy,partial,0.5000,1,1,0
2760770_1,Casual,Casual|Strategy,partial,0.5000,1,1,0,Casual|Strategy,partial,0.5000,1,1,0,Casual|Strategy,partial,0.5000,1,1,0
2764500_0,Adventure|RPG,Adventure|Casual|Simulation,partial,0.2500,1,2,1,Action|Adventure|Casual,partial,0.2500,1,2,1,Action|Casual,wrong,0.0000,0,2,2
2764500_1,Adventure|RPG,Action|Casual|Simulation|Strategy,wrong,0.0000,0,4,2,Action|Adventure|Casual,partial,0.2500,1,2,1,Casual,wrong,0.0000,0,1,2
2764690_0,Casual|Simulation|Strategy,Adventure|Casual|RPG|Simulation|Strategy,partial,0.6000,3,2,0,Casual|Simulation,partial,0.6667,2,0,1,Casual|Simulation,partial,0.6667,2,0,1
2764690_1,Casual|Simulation|Strategy,Casual|Simulation|Strategy,exact,1.0000,3,0,0,Casual|Simulation,partial,0.6667,2,0,1,Casual|Simulation,partial,0.6667,2,0,1
2766790_0,Casual|Strategy,Action|Adventure|Casual|Strategy,partial,0.5000,2,2,0,Casual|Simulation|Strategy,partial,0.6667,2,1,0,Casual|Strategy,exact,1.0000,2,0,0
2766790_1,Casual|Strategy,Adventure|Casual|Simulation|Strategy,partial,0.5000,2,2,0,Casual|Simulation|Strategy,partial,0.6667,2,1,0,Casual|Strategy,exact,1.0000,2,0,0
2766830_0,Action|RPG,Action|Adventure|Casual|Strategy,partial,0.2000,1,3,1,Action|Casual|RPG|Strategy,partial,0.5000,2,2,0,Action|Casual|RPG|Strategy,partial,0.5000,2,2,0
2766830_1,Action|RPG,Action|Casual|Strategy,partial,0.2500,1,2,1,Action|Casual|RPG|Strategy,partial,0.5000,2,2,0,Action|Casual|RPG|Strategy,partial,0.5000,2,2,0
2772320_0,Casual|Sports,Action|Adventure|Casual|Simulation,partial,0.2000,1,3,1,Action|Adventure|Casual,partial,0.2500,1,2,1,Action|Adventure|Casual,partial,0.2500,1,2,1
2772320_1,Casual|Sports,Action|Casual,partial,0.3333,1,1,1,Action|Adventure|Casual,partial,0.2500,1,2,1,Action|Adventure|Casual,partial,0.2500,1,2,1
2776660_0,Sports,Action|Adventure|Casual,wrong,0.0000,0,3,1,Action|Casual,wrong,0.0000,0,2,1,Action|Casual|Sports,partial,0.3333,1,2,0
2776660_1,Sports,Action|Adventure|Casual|Simulation|Sports,partial,0.2000,1,4,0,Action|Casual,wrong,0.0000,0,2,1,Action|Casual|Racing|Sports,partial,0.2500,1,3,0
277751_0,Simulation,Action|Adventure|Casual,wrong,0.0000,0,3,1,Adventure,wrong,0.0000,0,1,1,Adventure|Casual,wrong,0.0000,0,2,1
277751_1,Simulation,Action|Adventure|Casual,wrong,0.0000,0,3,1,Adventure,wrong,0.0000,0,1,1,Adventure|Casual|Simulation,partial,0.3333,1,2,0
2777670_0,Casual|Simulation|Strategy,Adventure|Casual,partial,0.2500,1,1,2,Casual|Strategy,partial,0.6667,2,0,1,Casual,partial,0.3333,1,0,2
2777670_1,Casual|Simulation|Strategy,Casual|Strategy,partial,0.6667,2,0,1,Casual|Strategy,partial,0.6667,2,0,1,Casual,partial,0.3333,1,0,2
2780940_0,Casual|Simulation,Action|Adventure|Casual,partial,0.2500,1,2,1,Action|Adventure|Casual,partial,0.2500,1,2,1,Action|Adventure|Casual,partial,0.2500,1,2,1
2780940_1,Casual|Simulation,Action|Adventure|Casual,partial,0.2500,1,2,1,Action|Adventure|Casual,partial,0.2500,1,2,1,Action|Adventure|Casual,partial,0.2500,1,2,1
2781430_0,Casual,Adventure|Casual|Simulation,partial,0.3333,1,2,0,Casual|Simulation,partial,0.5000,1,1,0,Casual|Simulation,partial,0.5000,1,1,0
2781430_1,Casual,Adventure|Casual,partial,0.5000,1,1,0,Casual|Simulation,partial,0.5000,1,1,0,Casual,exact,1.0000,1,0,0
2782270_0,Action|Casual,Action|Adventure|Casual,partial,0.6667,2,1,0,Action|Casual,exact,1.0000,2,0,0,Action|Casual|Sports,partial,0.6667,2,1,0
2782270_1,Action|Casual,Action|Adventure|Casual,partial,0.6667,2,1,0,Action|Casual,exact,1.0000,2,0,0,Action|Casual,exact,1.0000,2,0,0
2793550_0,Action|RPG|Sports,Action|Adventure|Casual|Simulation|Sports,partial,0.3333,2,3,1,Casual,wrong,0.0000,0,1,3,Adventure|Casual|Simulation|Sports,partial,0.1667,1,3,2
2793550_1,Action|RPG|Sports,Adventure|Casual|Simulation,wrong,0.0000,0,3,3,Casual,wrong,0.0000,0,1,3,Casual,wrong,0.0000,0,1,3
280560_0,Action,Action|Casual|Simulation,partial,0.3333,1,2,0,Action,exact,1.0000,1,0,0,Action,exact,1.0000,1,0,0
280560_1,Action,Action|Casual,partial,0.5000,1,1,0,Action,exact,1.0000,1,0,0,Action,exact,1.0000,1,0,0
2807290_0,Adventure|Casual,Action|Adventure|Casual|Strategy,partial,0.5000,2,2,0,Adventure,partial,0.5000,1,0,1,Action|Adventure|Casual,partial,0.6667,2,1,0
2807290_1,Adventure|Casual,Action|Adventure|Casual|RPG,partial,0.5000,2,2,0,Adventure,partial,0.5000,1,0,1,Action|Adventure|Casual,partial,0.6667,2,1,0
281280_0,Racing,Action|Casual|Racing|Simulation|Sports,partial,0.2000,1,4,0,Action|Casual|Sports,wrong,0.0000,0,3,1,Action|Casual|Racing|Sports,partial,0.2500,1,3,0
281280_1,Racing,Action|Casual|Racing|Simulation|Sports,partial,0.2000,1,4,0,Action|Casual|Sports,wrong,0.0000,0,3,1,Action|Casual|Racing|Sports,partial,0.2500,1,3,0
2819630_0,Casual,Adventure|Casual|Simulation|Strategy,partial,0.2500,1,3,0,Adventure|Casual,partial,0.5000,1,1,0,Casual,exact,1.0000,1,0,0
2819630_1,Casual,Adventure|Casual|RPG|Simulation|Strategy,partial,0.2000,1,4,0,Adventure|Casual,partial,0.5000,1,1,0,Adventure|Casual,partial,0.5000,1,1,0
2820940_0,Adventure|RPG,Adventure|Casual|RPG,partial,0.6667,2,1,0,Adventure|Casual|Simulation,partial,0.2500,1,2,1,Adventure|Casual|Simulation,partial,0.2500,1,2,1
2820940_1,Adventure|RPG,Adventure|Casual|RPG,partial,0.6667,2,1,0,Adventure|Casual|Simulation,partial,0.2500,1,2,1,Adventure|Casual|RPG|Simulation,partial,0.5000,2,2,0
2822630_0,Action|Adventure|Sports,Casual|Simulation|Sports,partial,0.2000,1,2,2,Action|Casual,partial,0.2500,1,1,2,Action|Sports,partial,0.6667,2,0,1
2822630_1,Action|Adventure|Sports,Action|Racing|Simulation|Sports,partial,0.4000,2,2,1,Action|Casual,partial,0.2500,1,1,2,Action,partial,0.3333,1,0,2
2829240_0,Action,Casual|Strategy,wrong,0.0000,0,2,1,Action|Casual,partial,0.5000,1,1,0,Action|Casual,partial,0.5000,1,1,0
2829240_1,Action,Casual|Strategy,wrong,0.0000,0,2,1,Action|Casual,partial,0.5000,1,1,0,Action|Casual,partial,0.5000,1,1,0
2829270_0,Casual|Simulation,Action|Adventure|Casual,partial,0.2500,1,2,1,Casual|Simulation,exact,1.0000,2,0,0,Casual|Simulation,exact,1.0000,2,0,0
2829270_1,Casual|Simulation,Action|Adventure|Casual,partial,0.2500,1,2,1,Casual|Simulation,exact,1.0000,2,0,0,Casual|Simulation,exact,1.0000,2,0,0
2842570_0,Action,Action|Adventure|Casual|Racing|Simulation,partial,0.2000,1,4,0,Action,exact,1.0000,1,0,0,Action,exact,1.0000,1,0,0
2842570_1,Action,Action|Adventure|Casual,partial,0.3333,1,2,0,Action,exact,1.0000,1,0,0,Action|Casual,partial,0.5000,1,1,0
2843080_0,Action|Racing,Action|Adventure|Casual,partial,0.2500,1,2,1,Action|Casual|Racing,partial,0.6667,2,1,0,Action|Casual|Racing,partial,0.6667,2,1,0
2843080_1,Action|Racing,Action|Adventure|Casual|Racing,partial,0.5000,2,2,0,Action|Casual|Racing,partial,0.6667,2,1,0,Action|Casual|Racing,partial,0.6667,2,1,0
2846660_0,Adventure|Simulation,Action|Adventure|RPG|Simulation,partial,0.5000,2,2,0,Adventure|Casual,partial,0.3333,1,1,1,Adventure|Casual,partial,0.3333,1,1,1
2846660_1,Adventure|Simulation,Action|Adventure|Casual|Simulation,partial,0.5000,2,2,0,Adventure|Casual,partial,0.3333,1,1,1,Adventure|Casual,partial,0.3333,1,1,1
2847980_0,Casual|Simulation|Strategy,Casual|Simulation|Strategy,exact,1.0000,3,0,0,Simulation|Strategy,partial,0.6667,2,0,1,Simulation|Strategy,partial,0.6667,2,0,1
2847980_1,Casual|Simulation|Strategy,Adventure|Casual|Simulation|Strategy,partial,0.7500,3,1,0,Simulation|Strategy,partial,0.6667,2,0,1,Simulation|Strategy,partial,0.6667,2,0,1
2851290_0,Casual,Action|Adventure|Casual|Strategy,partial,0.2500,1,3,0,Adventure|Casual|Strategy,partial,0.3333,1,2,0,Casual|Strategy,partial,0.5000,1,1,0
2851290_1,Casual,Action|Adventure,wrong,0.0000,0,2,1,Adventure|Casual|Strategy,partial,0.3333,1,2,0,Casual,exact,1.0000,1,0,0
2854990_0,Adventure|RPG,Adventure|Casual|RPG,partial,0.6667,2,1,0,Action|Adventure|Casual,partial,0.2500,1,2,1,Adventure|Casual|RPG,partial,0.6667,2,1,0
2854990_1,Adventure|RPG,Adventure|RPG,exact,1.0000,2,0,0,Action|Adventure|Casual,partial,0.2500,1,2,1,Adventure|Casual|RPG,partial,0.6667,2,1,0
2855010_0,Action|Adventure|Casual,Action|Adventure|Casual,exact,1.0000,3,0,0,Adventure|Casual,partial,0.6667,2,0,1,Adventure|Casual,partial,0.6667,2,0,1
2855010_1,Action|Adventure|Casual,Action|Adventure|Casual|Simulation,partial,0.7500,3,1,0,Adventure|Casual,partial,0.6667,2,0,1,Action|Adventure|Casual,exact,1.0000,3,0,0
2855710_0,Action|Adventure|Casual|Strategy,Action|Adventure|Casual|Simulation,partial,0.6000,3,1,1,Action,partial,0.2500,1,0,3,Action|Casual,partial,0.5000,2,0,2
2855710_1,Action|Adventure|Casual|Strategy,Action|Adventure|Casual,partial,0.7500,3,0,1,Action,partial,0.2500,1,0,3,Action|Casual,partial,0.5000,2,0,2
2860580_0,Action,Action|Adventure|Casual,partial,0.3333,1,2,0,Action|Adventure|Casual,partial,0.3333,1,2,0,Action|Casual|Racing,partial,0.3333,1,2,0
2860580_1,Action,Action|Adventure|Casual,partial,0.3333,1,2,0,Action|Adventure|Casual,partial,0.3333,1,2,0,Action|Casual|Racing,partial,0.3333,1,2,0
2864560_0,Action|Adventure|RPG,Action|Adventure|Casual|Simulation,partial,0.4000,2,2,1,Action|Adventure|Casual|RPG|Simulation,partial,0.6000,3,2,0,Action|Adventure|Casual|RPG|Simulation,partial,0.6000,3,2,0
2864560_1,Action|Adventure|RPG,Action|Adventure|Casual|RPG|Simulation|Strategy,partial,0.5000,3,3,0,Action|Adventure|Casual|RPG|Simulation,partial,0.6000,3,2,0,Action|Adventure|Casual|RPG,partial,0.7500,3,1,0
2865670_0,Action|Adventure|Racing|Sports,Action|Adventure|Casual,partial,0.4000,2,1,2,Action|Adventure,partial,0.5000,2,0,2,Action|Adventure,partial,0.5000,2,0,2
2865670_1,Action|Adventure|Racing|Sports,Action|Adventure|Casual,partial,0.4000,2,1,2,Action|Adventure,partial,0.5000,2,0,2,Action,partial,0.2500,1,0,3
2875960_0,Action,Action|Adventure|Casual|RPG,partial,0.2500,1,3,0,Action,exact,1.0000,1,0,0,Action,exact,1.0000,1,0,0
2875960_1,Action,Action|Adventure|Casual,partial,0.3333,1,2,0,Action,exact,1.0000,1,0,0,Action|Casual,partial,0.5000,1,1,0
2876360_0,Adventure,Action|Adventure|Casual,partial,0.3333,1,2,0,Action|Adventure,partial,0.5000,1,1,0,Action|Adventure,partial,0.5000,1,1,0
2876360_1,Adventure,Action|Adventure|Casual,partial,0.3333,1,2,0,Action|Adventure,partial,0.5000,1,1,0,Action|Adventure,partial,0.5000,1,1,0
2876920_0,Casual,Action|Adventure|Casual|Strategy,partial,0.2500,1,3,0,Casual,exact,1.0000,1,0,0,Casual,exact,1.0000,1,0,0
2876920_1,Casual,Adventure|Casual|Strategy,partial,0.3333,1,2,0,Casual,exact,1.0000,1,0,0,Casual,exact,1.0000,1,0,0
2879770_0,Action|Adventure,Action|Adventure|Casual,partial,0.6667,2,1,0,Action|Adventure,exact,1.0000,2,0,0,Action|Adventure|Casual,partial,0.6667,2,1,0
2879770_1,Action|Adventure,Action|Adventure|Simulation,partial,0.6667,2,1,0,Action|Adventure,exact,1.0000,2,0,0,Action|Adventure,exact,1.0000,2,0,0
2881170_0,Action|Adventure,Action|Adventure,exact,1.0000,2,0,0,Action|Adventure|Simulation,partial,0.6667,2,1,0,Action|Adventure,exact,1.0000,2,0,0
2881170_1,Action|Adventure,Action|Adventure,exact,1.0000,2,0,0,Action|Adventure|Simulation,partial,0.6667,2,1,0,Action|Adventure,exact,1.0000,2,0,0
2884670_0,Racing|Strategy,Adventure|Casual|RPG,wrong,0.0000,0,3,2,Casual,wrong,0.0000,0,1,2,Casual,wrong,0.0000,0,1,2
2884670_1,Racing|Strategy,Action|Adventure|Casual|RPG,wrong,0.0000,0,4,2,Casual,wrong,0.0000,0,1,2,Casual,wrong,0.0000,0,1,2
2886950_0,Adventure,Casual|Strategy,wrong,0.0000,0,2,1,Adventure|Casual,partial,0.5000,1,1,0,Casual,wrong,0.0000,0,1,1
2888700_0,RPG,Action|Adventure,wrong,0.0000,0,2,1,Action|Adventure|Simulation,wrong,0.0000,0,3,1,Action|Adventure|Simulation,wrong,0.0000,0,3,1
2888700_1,RPG,Action|Adventure,wrong,0.0000,0,2,1,Action|Adventure|Simulation,wrong,0.0000,0,3,1,Action|Adventure|Simulation,wrong,0.0000,0,3,1
2892590_0,Adventure,Action|Adventure|Casual,partial,0.3333,1,2,0,Adventure|Casual,partial,0.5000,1,1,0,Action|Adventure|Casual,partial,0.3333,1,2,0
2893110_0,Action,Adventure|Casual,wrong,0.0000,0,2,1,Action,exact,1.0000,1,0,0,Action,exact,1.0000,1,0,0
2893110_1,Action,Action|Adventure|RPG,partial,0.3333,1,2,0,Action,exact,1.0000,1,0,0,Action,exact,1.0000,1,0,0
2893530_0,Adventure|RPG,Action|Adventure|Casual|Simulation,partial,0.2000,1,3,1,Action|Adventure|RPG,partial,0.6667,2,1,0,Action|Adventure|Casual|RPG,partial,0.5000,2,2,0
2893530_1,Adventure|RPG,Action|Adventure|Casual|Simulation,partial,0.2000,1,3,1,Action|Adventure|RPG,partial,0.6667,2,1,0,Action|Adventure|Casual,partial,0.2500,1,2,1
289650_0,Action|Adventure,Action|Adventure|RPG,partial,0.6667,2,1,0,Adventure,partial,0.5000,1,0,1,Action|Adventure,exact,1.0000,2,0,0
289650_1,Action|Adventure,Action|Adventure|RPG,partial,0.6667,2,1,0,Adventure,partial,0.5000,1,0,1,Action|Adventure|RPG,partial,0.6667,2,1,0
2898350_0,Simulation|Sports,Action|Adventure|Simulation,partial,0.2500,1,2,1,Action|Simulation|Sports,partial,0.6667,2,1,0,Simulation|Sports,exact,1.0000,2,0,0
2898350_1,Simulation|Sports,Action|Adventure|Casual|RPG,wrong,0.0000,0,4,2,Action|Simulation|Sports,partial,0.6667,2,1,0,Simulation|Sports,exact,1.0000,2,0,0
2900420_0,Casual|Simulation|Strategy,Action|Adventure|Casual|Strategy,partial,0.4000,2,2,1,Action|Casual,partial,0.2500,1,1,2,Casual,partial,0.3333,1,0,2
2900420_1,Casual|Simulation|Strategy,Casual|Strategy,partial,0.6667,2,0,1,Action|Casual,partial,0.2500,1,1,2,Casual,partial,0.3333,1,0,2
290440_0,Action,Action|Adventure|Casual,partial,0.3333,1,2,0,Action|Adventure,partial,0.5000,1,1,0,Action|Adventure,partial,0.5000,1,1,0
290440_1,Action,Action|Adventure,partial,0.5000,1,1,0,Action|Adventure,partial,0.5000,1,1,0,Action|Adventure,partial,0.5000,1,1,0
2905290_0,Adventure|Casual|Simulation,Adventure|Casual|RPG|Simulation|Strategy,partial,0.6000,3,2,0,Casual|Racing|Simulation|Sports,partial,0.4000,2,2,1,Casual|Racing|Simulation|Sports,partial,0.4000,2,2,1
2905290_1,Adventure|Casual|Simulation,Action|Adventure,partial,0.2500,1,1,2,Casual|Racing|Simulation|Sports,partial,0.4000,2,2,1,Casual|Racing|Simulation|Sports,partial,0.4000,2,2,1
2910990_0,Action|Casual,Action|Adventure|Casual|RPG|Strategy,partial,0.4000,2,3,0,Action|Adventure|RPG,partial,0.2500,1,2,1,Action|Casual|Strategy,partial,0.6667,2,1,0
2910990_1,Action|Casual,RPG|Simulation|Strategy,wrong,0.0000,0,3,2,Action|Adventure|RPG,partial,0.2500,1,2,1,Action|Casual|RPG|Strategy,partial,0.5000,2,2,0
2916310_0,Action|Adventure|Strategy,Action|Adventure|Simulation,partial,0.5000,2,1,1,Action|Adventure,partial,0.6667,2,0,1,Action|Adventure,partial,0.6667,2,0,1
2916310_1,Action|Adventure|Strategy,Action|Adventure,partial,0.6667,2,0,1,Action|Adventure,partial,0.6667,2,0,1,Action|Adventure,partial,0.6667,2,0,1
2923210_0,Adventure|Casual|Simulation,Casual|Simulation|Strategy,partial,0.5000,2,1,1,Adventure|Casual,partial,0.6667,2,0,1,Adventure|Casual|Simulation,exact,1.0000,3,0,0
2923210_1,Adventure|Casual|Simulation,Casual|Simulation,partial,0.6667,2,0,1,Adventure|Casual,partial,0.6667,2,0,1,Adventure|Casual|Simulation,exact,1.0000,3,0,0
2923920_0,Strategy,Adventure|Casual|RPG|Simulation|Strategy,partial,0.2000,1,4,0,Casual|Strategy,partial,0.5000,1,1,0,Casual|RPG|Strategy,partial,0.3333,1,2,0
2923920_1,Strategy,Action|Adventure|Casual,wrong,0.0000,0,3,1,Casual|Strategy,partial,0.5000,1,1,0,Casual|Strategy,partial,0.5000,1,1,0
2926080_0,Casual|RPG|Strategy,Adventure|Casual|RPG|Simulation|Strategy,partial,0.6000,3,2,0,Action|Casual|RPG|Strategy,partial,0.7500,3,1,0,Casual|RPG|Strategy,exact,1.0000,3,0,0
2926080_1,Casual|RPG|Strategy,Casual|RPG|Simulation|Strategy,partial,0.7500,3,1,0,Action|Casual|RPG|Strategy,partial,0.7500,3,1,0,Casual|RPG|Strategy,exact,1.0000,3,0,0
292910_0,Adventure,Adventure|Casual,partial,0.5000,1,1,0,Action|Adventure,partial,0.5000,1,1,0,Adventure|Casual|Simulation,partial,0.3333,1,2,0
292910_1,Adventure,Action|Adventure|Casual|Simulation,partial,0.2500,1,3,0,Action|Adventure,partial,0.5000,1,1,0,Action|Adventure|Casual|Simulation,partial,0.2500,1,3,0
2934930_0,Action|Strategy,Action|Adventure|Casual,partial,0.2500,1,2,1,Action,partial,0.5000,1,0,1,Action|Casual,partial,0.3333,1,1,1
2934930_1,Action|Strategy,Action|Adventure|Casual,partial,0.2500,1,2,1,Action,partial,0.5000,1,0,1,Action|Casual,partial,0.3333,1,1,1
2936030_0,RPG,Action|Adventure|Casual,wrong,0.0000,0,3,1,Action|Adventure|RPG|Simulation|Strategy,partial,0.2000,1,4,0,Action|Casual|Strategy,wrong,0.0000,0,3,1
2936030_1,RPG,Action|Casual,wrong,0.0000,0,2,1,Action|Adventure|RPG|Simulation|Strategy,partial,0.2000,1,4,0,Action|Casual|Strategy,wrong,0.0000,0,3,1
2937820_0,Strategy,Action|Adventure|Casual|RPG,wrong,0.0000,0,4,1,Action|Strategy,partial,0.5000,1,1,0,Action|Strategy,partial,0.5000,1,1,0
2937820_1,Strategy,Action|Adventure|Casual|RPG,wrong,0.0000,0,4,1,Action|Strategy,partial,0.5000,1,1,0,Action|Strategy,partial,0.5000,1,1,0
2939460_0,Action|Casual,Action|Adventure|Casual,partial,0.6667,2,1,0,Action,partial,0.5000,1,0,1,Action|Casual,exact,1.0000,2,0,0
2939460_1,Action|Casual,Action|Adventure|Casual|RPG,partial,0.5000,2,2,0,Action,partial,0.5000,1,0,1,Action|Casual,exact,1.0000,2,0,0
2941600_0,Casual|RPG|Strategy,Adventure|Casual|RPG,partial,0.5000,2,1,1,Action|Casual,partial,0.2500,1,1,2,Action|Casual|RPG|Strategy,partial,0.7500,3,1,0
2941600_1,Casual|RPG|Strategy,Casual|Strategy,partial,0.6667,2,0,1,Action|Casual,partial,0.2500,1,1,2,Casual|Strategy,partial,0.6667,2,0,1
2942780_0,Adventure|Casual|RPG,Action|Adventure|Casual|RPG,partial,0.7500,3,1,0,Casual|RPG|Strategy,partial,0.5000,2,1,1,Casual|RPG|Strategy,partial,0.5000,2,1,1
2942780_1,Adventure|Casual|RPG,Action|Adventure|RPG|Strategy,partial,0.4000,2,2,1,Casual|RPG|Strategy,partial,0.5000,2,1,1,Casual|RPG|Strategy,partial,0.5000,2,1,1
2943280_0,Adventure|RPG|Simulation|Strategy,Action|Adventure|Casual|Simulation|Strategy,partial,0.5000,3,2,1,Action|Adventure|RPG|Simulation|Strategy,partial,0.8000,4,1,0,Action|Adventure|Casual|Simulation|Strategy,partial,0.5000,3,2,1
2943280_1,Adventure|RPG|Simulation|Strategy,Action|Adventure|Casual|Simulation,partial,0.3333,2,2,2,Action|Adventure|RPG|Simulation|Strategy,partial,0.8000,4,1,0,Action|Adventure|Casual|RPG|Simulation|Strategy,partial,0.6667,4,2,0
2943550_0,Action|Adventure|Casual|RPG,Action|Adventure|Casual|Simulation,partial,0.6000,3,1,1,Adventure|Casual,partial,0.5000,2,0,2,Action|Adventure|Casual,partial,0.7500,3,0,1
2943550_1,Action|Adventure|Casual|RPG,Action|Adventure|Casual|Simulation,partial,0.6000,3,1,1,Adventure|Casual,partial,0.5000,2,0,2,Action|Adventure|Casual,partial,0.7500,3,0,1
295650_0,Action|Adventure,Action|Adventure|Casual|Racing|Simulation,partial,0.4000,2,3,0,Action|Adventure,exact,1.0000,2,0,0,Action|Adventure|Casual|Racing,partial,0.5000,2,2,0
295650_1,Action|Adventure,Action|Adventure|Casual|Racing|Simulation,partial,0.4000,2,3,0,Action|Adventure,exact,1.0000,2,0,0,Action|Adventure|Casual|Racing,partial,0.5000,2,2,0
2957970_0,Adventure,Action|Adventure|Simulation,partial,0.3333,1,2,0,Action|Adventure,partial,0.5000,1,1,0,Action|Adventure,partial,0.5000,1,1,0
2957970_1,Adventure,Action|Adventure|Casual|Simulation,partial,0.2500,1,3,0,Action|Adventure,partial,0.5000,1,1,0,Action|Adventure,partial,0.5000,1,1,0
2959610_0,Simulation,Action|Adventure|Casual|Simulation,partial,0.2500,1,3,0,Simulation,exact,1.0000,1,0,0,Casual|Simulation,partial,0.5000,1,1,0
2959610_1,Simulation,Action|Adventure|Casual|Simulation,partial,0.2500,1,3,0,Simulation,exact,1.0000,1,0,0,Casual|Simulation,partial,0.5000,1,1,0
2960280_0,Casual|Simulation,Action|Adventure|Casual|Simulation,partial,0.5000,2,2,0,Casual|Simulation,exact,1.0000,2,0,0,Casual|Simulation,exact,1.0000,2,0,0
